Date,Price,Open,High,Low,Change %
07/26/2015,97.34,97.2,97.77,96.29,0.10%
07/19/2015,97.24,97.93,98.15,96.89,-0.63%
07/12/2015,97.86,96.09,97.98,95.63,1.91%
07/05/2015,96.03,96.42,97.23,95.45,-0.08%
06/28/2015,96.11,96.11,96.42,94.68,0.67%
06/21/2015,95.47,94,95.67,93.81,1.48%
06/14/2015,94.08,95.16,95.39,93.56,-0.94%
06/07/2015,94.97,96.47,96.55,94.32,-1.39%
05/31/2015,96.31,96.9,97.68,94.65,-0.62%
05/24/2015,96.91,96.23,97.78,96.17,0.83%
05/17/2015,96.11,93.23,96.27,93.27,3.19%
05/10/2015,93.14,94.79,95.26,93.13,-1.74%
05/03/2015,94.79,95.25,95.95,93.88,-0.54%
04/26/2015,95.3,96.95,97.28,94.4,-1.67%
04/19/2015,96.92,97.34,98.45,96.75,-0.62%
04/12/2015,97.52,99.47,99.99,97,-1.83%
04/05/2015,99.34,96.59,99.69,96.33,2.89%
03/29/2015,96.55,97.37,98.67,96.39,-0.76%
03/22/2015,97.29,97.65,98.24,96.17,-0.63%
03/15/2015,97.91,100.32,100.27,96.63,-2.41%
03/08/2015,100.33,97.8,100.39,97.29,2.79%
03/01/2015,97.61,95.38,97.73,95.06,2.40%
02/22/2015,95.32,94.22,95.36,94.06,1.04%
02/15/2015,94.34,94.1,94.79,93.8,0.15%
02/08/2015,94.2,94.81,95.11,93.9,-1.72%
02/01/2015,95.85,94.58,95.85,93.25,1.11%
01/25/2015,94.8,95.23,95.33,93.7,0.04%
01/18/2015,94.76,92.71,95.48,92.15,2.42%
01/11/2015,92.52,91.88,93.26,91.51,0.63%
01/04/2015,91.94,91.13,92.53,91.12,0.94%
12/28/2014,91.08,89.98,91.16,89.79,1.17%
12/21/2014,90.03,89.63,90.16,89.37,0.48%
12/14/2014,89.6,88.21,89.65,87.63,1.40%
12/07/2014,88.36,89.4,89.55,87.91,-1.09%
11/30/2014,89.33,88.16,89.47,87.78,1.10%
11/23/2014,88.36,88.44,88.44,87.52,0.06%
11/16/2014,88.31,87.51,88.39,87.18,0.89%
11/09/2014,87.53,87.43,88.27,87.22,-0.13%
11/02/2014,87.64,87.08,88.19,86.88,0.83%
10/26/2014,86.92,85.7,87.13,85.19,1.39%
10/19/2014,85.73,85.28,85.94,84.74,0.73%
10/12/2014,85.11,85.82,86.01,84.47,-0.93%
10/05/2014,85.91,86.64,86.67,84.94,-0.90%
09/28/2014,86.69,85.62,86.75,85.45,1.23%
09/21/2014,85.64,84.78,85.69,84.36,1.07%
09/14/2014,84.73,84.11,84.8,83.86,0.58%
09/07/2014,84.24,83.83,84.52,83.8,0.60%
08/31/2014,83.74,82.77,83.94,82.67,1.20%
08/24/2014,82.75,82.61,82.75,82.31,0.50%
08/17/2014,82.34,81.43,82.46,81.38,1.13%
08/10/2014,81.42,81.42,81.69,81.36,-0.04%
08/03/2014,81.45,81.3,81.72,81.26,0.18%
07/27/2014,81.3,81.04,81.57,80.98,0.33%
07/20/2014,81.03,80.52,81.08,80.42,0.63%
07/13/2014,80.52,80.22,80.69,80.08,0.41%
07/06/2014,80.19,80.25,80.36,79.98,-0.10%
06/29/2014,80.27,80.04,80.31,79.74,0.31%
06/22/2014,80.02,80.37,80.43,80.01,-0.44%
06/15/2014,80.37,80.61,80.71,80.15,-0.26%
06/08/2014,80.58,80.43,80.9,80.3,0.21%
06/01/2014,80.41,80.36,81.02,80.24,0.05%
05/25/2014,80.37,80.4,80.58,80.17,-0.02%
05/18/2014,80.39,80.08,80.44,79.88,0.44%
05/11/2014,80.04,79.9,80.34,79.78,0.18%
05/04/2014,79.9,79.48,79.92,78.91,0.48%
04/27/2014,79.52,79.74,79.92,79.41,-0.29%
04/20/2014,79.75,79.89,79.99,79.66,-0.10%
04/13/2014,79.83,79.62,79.9,79.56,0.48%
04/06/2014,79.45,80.44,80.45,79.33,-1.21%
03/30/2014,80.42,80.15,80.6,79.96,0.30%
03/23/2014,80.18,80.09,80.29,79.75,0.09%
03/16/2014,80.11,79.43,80.35,79.28,0.83%
03/09/2014,79.45,79.69,79.93,79.27,-0.34%
03/02/2014,79.72,79.9,80.27,79.43,0.04%
02/23/2014,79.69,80.28,80.58,79.69,-0.69%
02/16/2014,80.24,80.08,80.42,79.93,0.11%
02/09/2014,80.15,80.77,80.83,80.06,-0.67%
02/02/2014,80.69,81.28,81.32,80.6,-0.76%
01/26/2014,81.31,80.46,81.32,80.3,1.06%
01/19/2014,80.46,81.17,81.39,80.15,-0.94%
01/12/2014,81.22,80.58,81.3,80.44,0.69%
01/05/2014,80.66,80.86,81.19,80.53,-0.16%
12/29/2013,80.79,80.29,80.89,79.93,0.50%
12/22/2013,80.39,80.53,80.62,79.69,-0.24%
12/15/2013,80.58,80.23,80.83,79.81,0.46%
12/08/2013,80.21,80.25,80.42,79.76,-0.12%
12/01/2013,80.31,80.66,80.99,80.22,-0.46%
11/24/2013,80.68,80.69,81.02,80.48,-0.04%
11/17/2013,80.71,80.82,81.29,80.49,-0.17%
11/10/2013,80.85,81.29,81.46,80.73,-0.55%
11/03/2013,81.3,80.69,81.48,80.38,0.72%
10/27/2013,80.72,79.23,80.78,79.15,1.93%
10/20/2013,79.19,79.62,79.82,79,-0.58%
10/13/2013,79.65,80.29,80.75,79.48,-0.95%
10/06/2013,80.41,80.06,80.59,79.84,0.35%
09/29/2013,80.13,80.34,80.38,79.63,-0.20%
09/22/2013,80.29,80.32,80.65,80.11,-0.17%
09/15/2013,80.43,81.23,81.35,80.06,-1.25%
09/08/2013,81.45,82.26,82.31,81.36,-0.85%
09/01/2013,82.15,82.05,82.67,82.02,0.07%
08/25/2013,82.09,81.34,82.26,81.11,0.90%
08/18/2013,81.36,81.3,81.72,80.75,0.12%
08/11/2013,81.26,81.24,81.94,81.05,0.16%
08/04/2013,81.13,81.92,82.08,80.87,-0.95%
07/28/2013,81.91,81.6,82.49,81.41,0.31%
07/21/2013,81.66,82.61,82.55,81.55,-1.16%
07/14/2013,82.62,82.91,83.46,82.34,-0.45%
07/07/2013,82.99,84.54,84.75,82.42,-1.72%
06/30/2013,84.44,83.18,84.53,82.97,1.56%
06/23/2013,83.14,82.55,83.34,82.24,0.89%
06/16/2013,82.41,80.63,82.52,80.5,2.22%
06/09/2013,80.62,81.84,82.09,80.5,-1.29%
06/02/2013,81.67,83.32,83.38,81.08,-1.91%
05/26/2013,83.26,83.59,84.37,82.95,-0.53%
05/19/2013,83.7,84.14,84.5,83.43,-0.65%
05/12/2013,84.25,83.26,84.37,82.96,1.34%
05/05/2013,83.14,82.11,83.44,81.72,1.27%
04/28/2013,82.1,82.36,82.52,81.33,-0.45%
04/21/2013,82.47,82.74,83.19,82.39,-0.29%
04/14/2013,82.71,82.12,82.78,81.72,0.71%
04/07/2013,82.13,82.75,82.83,82.05,-0.45%
03/31/2013,82.5,83.05,83.49,82.27,-0.87%
03/24/2013,83.22,82.52,83.3,82.15,0.84%
03/17/2013,82.53,82.6,83.1,82.29,0.49%
03/10/2013,82.13,82.78,83.17,82.05,-0.71%
03/03/2013,82.72,82.32,82.92,81.9,0.53%
02/24/2013,82.28,81.53,82.51,81.07,1.01%
02/17/2013,81.46,80.55,81.59,80.27,1.09%
02/10/2013,80.58,80.25,80.62,79.84,0.46%
02/03/2013,80.21,79.23,80.28,79.18,1.26%
01/27/2013,79.21,79.79,79.93,78.92,-0.68%
01/20/2013,79.75,80.11,80.15,79.68,-0.36%
01/13/2013,80.04,79.48,80.19,79.34,0.60%
01/06/2013,79.56,80.46,80.68,79.44,-1.17%
12/30/2012,80.5,79.67,80.87,79.28,1.03%
12/23/2012,79.68,79.62,79.93,79.36,0.08%
12/16/2012,79.62,79.65,79.7,79.01,0.05%
12/09/2012,79.58,80.56,80.57,79.5,-1.03%
12/02/2012,80.41,80.24,80.66,79.57,0.32%
11/25/2012,80.15,80.25,80.59,80.02,-0.05%
11/18/2012,80.19,81.2,81.27,80.13,-1.32%
11/11/2012,81.26,81.03,81.45,80.9,0.28%
11/04/2012,81.03,80.62,81.09,80.28,0.55%
10/28/2012,80.59,80.02,80.61,79.67,0.65%
10/21/2012,80.07,79.63,80.27,79.47,0.57%
10/14/2012,79.62,79.69,79.97,78.94,-0.06%
10/07/2012,79.67,79.36,80.2,79.36,0.42%
09/30/2012,79.34,79.95,80.15,79.1,-0.75%
09/23/2012,79.94,79.16,80.01,79.16,0.77%
09/16/2012,79.33,78.85,79.66,78.72,0.61%
09/09/2012,78.85,80.38,80.43,78.6,-1.74%
09/02/2012,80.25,81.29,81.67,80.15,-1.18%
08/26/2012,81.21,81.62,81.82,80.96,-0.47%
08/19/2012,81.59,82.59,82.72,81.22,-1.22%
08/12/2012,82.6,82.57,82.88,82.2,0.06%
08/05/2012,82.55,82.33,82.87,82.04,0.21%
07/29/2012,82.38,82.73,83.51,82.2,-0.40%
07/22/2012,82.71,83.68,84.1,82.34,-0.92%
07/15/2012,83.48,83.23,83.64,82.73,0.16%
07/08/2012,83.35,83.38,83.83,82.98,-0.04%
07/01/2012,83.38,81.56,83.43,81.53,2.14%
06/24/2012,81.63,82.34,82.88,81.43,-0.77%
06/17/2012,82.26,81.34,82.47,81.19,0.77%
06/10/2012,81.63,81.92,82.73,81.48,-1.07%
06/03/2012,82.51,82.91,83.08,81.91,-0.46%
05/27/2012,82.89,82.08,83.54,81.83,0.59%
05/20/2012,82.4,81.11,82.46,80.9,1.37%
05/13/2012,81.29,80.35,81.76,80.36,1.28%
05/06/2012,80.26,79.76,80.34,79.53,0.96%
04/29/2012,79.5,78.8,79.52,78.6,1.00%
04/22/2012,78.71,79.37,79.65,78.67,-0.61%
04/15/2012,79.19,79.92,80.18,79.11,-0.88%
04/08/2012,79.89,79.8,80.1,79.21,0.00%
04/01/2012,79.89,78.89,80.18,78.66,1.13%
03/25/2012,79,79.31,79.72,78.73,-0.43%
03/18/2012,79.34,79.77,79.95,79.21,-0.56%
03/11/2012,79.79,80.03,80.74,79.67,-0.31%
03/04/2012,80.04,79.46,80.06,79.07,0.81%
02/26/2012,79.4,78.38,79.45,78.09,1.34%
02/19/2012,78.35,79.22,79.38,78.22,-1.24%
02/12/2012,79.33,78.92,80.12,78.61,0.28%
02/05/2012,79.11,79.07,79.52,78.36,0.24%
01/29/2012,78.92,78.8,79.57,78.62,0.03%
01/22/2012,78.9,80.41,80.41,78.77,-1.65%
01/15/2012,80.22,81.7,81.7,80,-1.59%
01/08/2012,81.52,81.4,81.78,80.53,0.33%
01/01/2012,81.25,80.28,81.38,79.52,1.33%
12/25/2011,80.18,80,80.85,79.71,0.31%
12/18/2011,79.93,80.19,80.49,79.24,-0.41%
12/11/2011,80.26,78.72,80.73,78.63,2.07%
12/04/2011,78.63,78.47,79.11,78.11,0.01%
11/27/2011,78.62,79.21,79.4,77.92,-1.34%
11/20/2011,79.69,78.08,79.7,77.97,2.09%
11/13/2011,78.06,76.77,78.47,76.75,1.46%
11/06/2011,76.94,76.93,78.17,76.51,-0.03%
10/30/2011,76.96,75.01,77.68,74.98,2.52%
10/23/2011,75.07,76.47,76.66,74.72,-1.73%
10/16/2011,76.39,76.63,77.55,76.23,-0.30%
10/09/2011,76.62,78.84,78.69,76.51,-2.68%
10/02/2011,78.73,79.02,79.84,78.06,0.23%
09/25/2011,78.55,78.13,78.86,77.31,0.06%
09/18/2011,78.5,77.02,78.8,76.79,2.48%
09/11/2011,76.6,77.38,77.78,76.07,-0.76%
09/04/2011,77.19,74.9,77.28,74.67,3.25%
08/28/2011,74.76,73.75,74.77,73.53,1.29%
08/21/2011,73.81,74.06,74.46,73.57,-0.27%
08/14/2011,74.01,74.54,74.61,73.45,-0.80%
08/07/2011,74.61,74.02,75.06,73.82,0.01%
07/31/2011,74.6,73.81,75.42,73.58,0.95%
07/24/2011,73.9,74.1,74.51,73.42,-0.40%
07/17/2011,74.2,75.25,75.75,73.89,-1.24%
07/10/2011,75.13,75.33,76.72,74.69,-0.07%
07/03/2011,75.18,74.28,75.42,74.13,1.12%
06/26/2011,74.35,75.49,75.99,74.19,-1.74%
06/19/2011,75.67,75.15,75.8,74.5,0.91%
06/12/2011,74.99,74.9,76.02,74.23,0.25%
06/05/2011,74.8,73.8,74.92,73.51,1.38%
05/29/2011,73.78,74.86,75.02,73.7,-1.56%
05/22/2011,74.95,75.73,76.37,74.75,-0.65%
05/15/2011,75.44,75.85,76,74.96,-0.42%
05/08/2011,75.76,74.77,75.95,74.4,1.23%
05/01/2011,74.84,72.99,74.92,72.7,2.62%
04/24/2011,72.93,74.07,74.33,72.83,-1.45%
04/17/2011,74,74.89,75.81,73.73,-1.11%
04/10/2011,74.83,74.92,75.2,74.62,-0.32%
04/03/2011,75.07,75.84,76.15,74.84,-1.00%
03/27/2011,75.83,76.33,76.61,75.66,-0.51%
03/20/2011,76.22,75.54,76.28,75.34,0.66%
03/13/2011,75.72,76.52,77.04,75.54,-1.38%
03/06/2011,76.78,76.36,77.38,76.12,0.50%
02/27/2011,76.4,77.22,77.39,76.28,-1.14%
02/20/2011,77.28,77.58,78.33,76.94,-0.49%
02/13/2011,77.66,78.6,78.87,77.53,-1.02%
02/06/2011,78.46,78.14,78.7,77.5,0.54%
01/30/2011,78.04,78.11,78.33,76.88,-0.12%
01/23/2011,78.13,78.08,78.51,77.59,-0.10%
01/16/2011,78.21,79.06,79.6,78.1,-1.20%
01/09/2011,79.16,81.16,81.31,78.81,-2.28%
01/02/2011,81.01,79.14,81.14,78.89,2.51%
12/26/2010,79.03,80.66,80.66,78.78,-1.83%
12/19/2010,80.5,80.42,80.83,80.24,0.16%
12/12/2010,80.37,80.18,80.62,78.82,0.37%
12/05/2010,80.07,79.27,80.41,79.17,0.87%
11/28/2010,79.38,80.2,81.44,79.06,-1.22%
11/21/2010,80.36,78.31,80.52,77.97,2.37%
11/14/2010,78.5,78.13,79.46,77.88,0.54%
11/07/2010,78.08,76.55,78.48,76.38,2.00%
10/31/2010,76.55,76.97,77.42,75.63,-0.93%
10/24/2010,77.27,77.28,78.27,76.71,-0.26%
10/17/2010,77.47,77.03,78.36,76.82,0.56%
10/10/2010,77.04,77.18,77.93,76.14,-0.38%
10/03/2010,77.33,78.12,78.69,76.91,-0.97%
09/26/2010,78.09,79.33,79.82,78.03,-1.64%
09/19/2010,79.39,81.41,81.5,79.25,-2.47%
09/12/2010,81.4,82.47,82.48,80.86,-1.57%
09/05/2010,82.7,82.04,82.99,81.88,0.73%
08/29/2010,82.1,82.81,83.34,81.99,-0.99%
08/22/2010,82.92,83.07,83.56,82.62,-0.17%
08/15/2010,83.06,82.9,83.3,81.91,0.13%
08/08/2010,82.95,80.32,82.96,80.27,3.16%
08/01/2010,80.41,81.5,81.55,80.08,-1.39%
07/25/2010,81.54,82.62,82.63,81.46,-1.12%
07/18/2010,82.46,82.72,83.45,82.18,-0.04%
07/11/2010,82.49,83.98,84.56,82.08,-1.74%
07/04/2010,83.95,84.4,84.83,83.62,-0.57%
06/27/2010,84.43,85.29,86.3,84.13,-1.03%
06/20/2010,85.31,85.25,86.42,85.09,-0.46%
06/13/2010,85.7,86.8,87.02,85.45,-2.07%
06/06/2010,87.51,88.41,88.71,86.94,-0.82%
05/30/2010,88.23,86.73,88.34,86.16,2.02%
05/23/2010,86.48,85.76,87.45,85.62,1.30%
05/16/2010,85.37,86.31,87.46,85.13,-0.84%
05/09/2010,86.09,83.62,86.29,82.91,1.94%
05/02/2010,84.45,81.84,85.27,81.83,3.15%
04/25/2010,81.87,81.47,82.71,81.17,0.64%
04/18/2010,81.35,80.96,82.07,80.76,0.66%
04/11/2010,80.82,80.39,80.91,80.03,-0.33%
04/04/2010,81.09,81.19,81.91,80.87,-0.25%
03/28/2010,81.29,81.46,81.7,80.68,-0.48%
03/21/2010,81.68,80.85,82.24,80.52,1.19%
03/14/2010,80.72,79.78,80.89,79.51,1.11%
03/07/2010,79.83,80.42,80.86,79.69,-0.75%
02/28/2010,80.43,80.42,81.29,79.82,0.09%
02/21/2010,80.36,80.43,81.13,80.09,-0.35%
02/14/2010,80.64,80.36,81.34,79.56,0.40%
02/07/2010,80.32,80.35,80.75,79.56,-0.15%
01/31/2010,80.44,79.46,80.68,78.68,1.23%
01/24/2010,79.46,78.23,79.5,78.03,1.51%
01/17/2010,78.28,77.36,78.81,76.94,1.24%
01/10/2010,77.32,77.21,77.41,76.6,-0.19%
01/03/2010,77.47,77.92,78.19,77.09,-0.50%
12/27/2009,77.86,77.64,78.22,77.33,0.28%
12/20/2009,77.64,77.85,78.45,77.5,-0.23%
12/13/2009,77.82,76.57,78.14,76.25,1.63%
12/06/2009,76.57,75.76,76.73,75.45,0.87%
11/29/2009,75.91,74.8,75.94,74.27,1.21%
11/22/2009,75,75.58,75.58,74.17,-0.87%
11/15/2009,75.66,75.07,75.88,74.68,0.44%
11/08/2009,75.33,75.59,75.77,74.77,-0.65%
11/01/2009,75.82,76.37,76.82,75.5,-0.63%
10/25/2009,76.3,75.42,76.58,75.2,1.10%
10/18/2009,75.47,75.67,75.91,74.94,-0.17%
10/11/2009,75.6,76.35,76.67,75.21,-1.09%
10/04/2009,76.43,76.94,76.99,75.77,-0.74%
09/27/2009,77,76.63,77.47,76.49,0.25%
09/20/2009,76.81,76.58,77.11,75.83,0.51%
09/13/2009,76.42,76.58,77.08,76.01,-0.25%
09/06/2009,76.61,78.13,78.12,76.46,-1.96%
08/30/2009,78.14,78.27,78.94,77.94,-0.29%
08/23/2009,78.37,78,78.83,77.85,0.42%
08/16/2009,78.04,78.9,79.51,77.75,-1.08%
08/09/2009,78.89,78.98,79.39,78.23,-0.10%
08/02/2009,78.97,78.25,79.07,77.43,0.79%
07/26/2009,78.35,78.73,79.66,78.22,-0.51%
07/19/2009,78.75,79.35,79.39,78.42,-0.76%
07/12/2009,79.35,80.24,80.5,79.13,-1.10%
07/05/2009,80.23,80.52,80.89,79.69,-0.27%
06/28/2009,80.45,79.87,80.61,79.35,0.69%
06/21/2009,79.9,80.27,80.94,79.56,-0.54%
06/14/2009,80.33,80.27,81.37,79.97,0.25%
06/07/2009,80.13,80.8,81.47,79.19,-0.67%
05/31/2009,80.67,79.35,80.82,78.33,1.82%
05/24/2009,79.23,79.91,81.13,79.18,-1.01%
05/17/2009,80.04,82.96,83.22,79.81,-3.51%
05/10/2009,82.95,82.42,83.1,81.87,0.62%
05/03/2009,82.44,84.47,84.87,82.39,-2.48%
04/26/2009,84.54,84.73,86.01,83.89,-0.21%
04/19/2009,84.72,85.89,86.87,84.46,-1.37%
04/12/2009,85.9,85.56,86.03,84.45,0.42%
04/05/2009,85.54,84.05,86,83.73,1.62%
03/29/2009,84.18,85.5,86.12,84.05,-1.13%
03/22/2009,85.14,83.49,85.35,82.89,1.71%
03/15/2009,83.71,87.48,87.77,82.63,-4.06%
03/08/2009,87.25,88.52,89.46,87.18,-1.47%
03/01/2009,88.55,88.58,89.62,87.88,0.43%
02/22/2009,88.17,86.79,88.49,85.63,1.82%
02/15/2009,86.59,86.49,88.25,86.23,0.58%
02/08/2009,86.09,85.19,86.73,84.47,0.94%
02/01/2009,85.29,86.08,86.55,84.75,-0.63%
01/25/2009,85.83,85.58,86.28,83.57,0.29%
01/18/2009,85.58,83.74,86.81,83.45,1.82%
01/11/2009,84.05,83.17,85.14,83.17,1.90%
01/04/2009,82.48,81.54,84.02,81.18,1.20%
12/28/2008,81.5,80.92,81.92,79.63,0.65%
12/21/2008,80.97,80.97,81.49,80.35,-0.12%
12/14/2008,81.07,83.69,83.69,77.69,-3.15%
12/07/2008,83.71,86.87,86.91,83.21,-3.91%
11/30/2008,87.12,86.42,87.7,86.09,0.69%
11/23/2008,86.52,87.61,87.72,84.71,-1.89%
11/16/2008,88.19,87.57,88.46,86.14,2.12%
11/09/2008,86.36,85.68,88.15,85.06,0.52%
11/02/2008,85.91,85.81,86.9,83.9,0.33%
10/26/2008,85.63,86.32,87.88,83.1,-0.94%
10/19/2008,86.44,82.5,86.97,82.39,4.89%
10/12/2008,82.41,81.58,82.84,80.75,-0.71%
10/05/2008,83,81.09,83.19,80.4,3.35%
09/28/2008,80.31,76.91,80.93,76.9,4.37%
09/21/2008,76.95,77.58,77.8,75.89,-0.94%
09/14/2008,77.68,78.42,79.37,77.26,-1.63%
09/07/2008,78.97,78.72,80.38,78.2,0.05%
08/31/2008,78.93,77.75,79.08,77.66,2.00%
08/24/2008,77.38,76.79,77.62,76.55,0.74%
08/17/2008,76.81,77.14,77.41,76.02,-0.48%
08/10/2008,77.18,75.82,77.27,75.49,1.77%
08/03/2008,75.84,73.37,75.9,73.2,3.30%
07/27/2008,73.42,72.82,73.54,72.61,0.77%
07/20/2008,72.86,72.19,73.02,71.74,0.93%
07/13/2008,72.19,71.86,72.41,71.31,0.12%
07/06/2008,72.1,72.69,73.16,71.8,-0.87%
06/29/2008,72.73,72.33,72.85,72,0.51%
06/22/2008,72.36,73.07,73.65,72.27,-0.92%
06/15/2008,73.03,74.01,74.18,72.93,-1.51%
06/08/2008,74.15,72.29,74.31,72.13,2.43%
06/01/2008,72.39,72.87,73.87,72.34,-0.67%
05/25/2008,72.88,71.98,73.22,71.84,1.38%
05/18/2008,71.89,72.81,73.17,71.82,-1.30%
05/11/2008,72.84,73.06,73.62,72.69,-0.29%
05/04/2008,73.05,73.46,73.89,72.73,-0.61%
04/27/2008,73.5,72.73,73.7,72.44,0.98%
04/20/2008,72.79,71.98,73.03,71.19,1.08%
04/13/2008,72.01,72.36,72.41,71.28,0.28%
04/06/2008,71.81,71.98,72.43,71.42,-0.29%
03/30/2008,72.02,71.61,72.84,71.35,0.47%
03/23/2008,71.68,72.78,73.19,71.33,-1.47%
03/16/2008,72.75,71.63,72.92,70.7,1.52%
03/09/2008,71.66,72.99,73.4,71.58,-1.88%
03/02/2008,73.03,73.75,73.95,72.46,-0.92%
02/24/2008,73.71,75.53,75.69,73.56,-2.40%
02/17/2008,75.52,76.07,76.53,75.36,-0.76%
02/10/2008,76.1,76.45,76.71,75.85,-0.74%
02/03/2008,76.67,75.44,77.04,75.28,1.63%
01/27/2008,75.44,75.94,76.02,74.85,-0.70%
01/20/2008,75.97,76.66,77.35,75.62,-0.54%
01/13/2008,76.38,75.61,76.52,75.2,0.53%
01/06/2008,75.98,76.05,76.52,75.79,0.25%
12/30/2007,75.79,75.98,76.75,75.43,-0.56%
12/23/2007,76.22,77.63,77.7,76.11,-1.93%
12/16/2007,77.72,77.37,77.85,77.27,0.36%
12/09/2007,77.44,76.3,77.48,75.92,1.51%
12/02/2007,76.29,75.93,76.82,75.59,0.18%
11/25/2007,76.15,75.11,76.18,74.75,1.47%
11/18/2007,75.05,75.78,75.96,74.48,-1.03%
11/11/2007,75.83,75.52,76.15,75.38,0.57%
11/04/2007,75.4,76.39,76.5,74.98,-1.23%
10/28/2007,76.34,76.87,77.09,76.22,-0.90%
10/21/2007,77.03,77.28,78.2,76.98,-0.49%
10/14/2007,77.41,78.21,78.34,77.4,-1.04%
10/07/2007,78.22,78.32,78.89,77.96,-0.11%
09/30/2007,78.31,77.79,78.82,77.66,0.76%
09/23/2007,77.72,78.39,78.69,77.67,-1.12%
09/16/2007,78.6,79.66,79.85,78.4,-1.28%
09/09/2007,79.62,79.91,80,79.3,-0.43%
09/02/2007,79.96,80.81,81.14,79.84,-1.03%
08/26/2007,80.79,80.7,81.05,80.44,0.15%
08/19/2007,80.67,81.32,81.57,80.61,-0.93%
08/12/2007,81.43,80.73,82.13,80.62,0.93%
08/05/2007,80.68,80.11,80.92,79.96,0.62%
07/29/2007,80.18,80.97,81.09,80.16,-0.95%
07/22/2007,80.95,80.13,81.01,80.02,0.82%
07/15/2007,80.29,80.53,80.67,80.12,-0.36%
07/08/2007,80.58,81.46,81.58,80.44,-1.09%
07/01/2007,81.47,81.87,81.95,81.24,-0.55%
06/24/2007,81.92,82.34,82.48,81.9,-0.51%
06/17/2007,82.34,82.84,82.86,82.32,-0.62%
06/10/2007,82.85,82.71,83.27,82.62,0.19%
06/03/2007,82.69,82.33,82.92,81.7,0.45%
05/27/2007,82.32,82.35,82.59,82.05,-0.01%
05/20/2007,82.33,82.12,82.6,82.08,0.16%
05/13/2007,82.2,82.1,82.4,81.66,0.10%
05/06/2007,82.12,81.61,82.38,81.53,0.46%
04/29/2007,81.74,81.52,82.04,81.25,0.26%
04/22/2007,81.53,81.63,81.93,81.27,-0.13%
04/15/2007,81.64,82.03,82.19,81.51,-0.60%
04/08/2007,82.13,83,83.18,81.97,-1.04%
04/01/2007,82.99,82.91,83.21,82.59,0.07%
03/25/2007,82.93,83.39,83.46,82.64,-0.42%
03/18/2007,83.28,83.17,83.5,82.65,0.06%
03/11/2007,83.23,84.23,84.28,83.03,-1.20%
03/04/2007,84.24,83.73,84.38,83.61,0.60%
02/25/2007,83.74,83.97,84.09,83.4,-0.39%
02/18/2007,84.07,84.1,84.53,83.89,-0.02%
02/11/2007,84.09,84.83,85.21,83.94,-0.92%
02/04/2007,84.87,84.98,85.2,84.65,-0.11%
01/28/2007,84.96,85.15,85.38,84.4,-0.38%
01/21/2007,85.28,84.9,85.43,84.49,0.49%
01/14/2007,84.86,84.94,85.26,84.64,-0.20%
01/07/2007,85.03,84.64,85.4,84.43,0.47%
12/31/2006,84.63,83.46,84.81,83.15,1.09%
12/24/2006,83.72,83.84,84.13,83.53,-0.26%
12/17/2006,83.94,84.03,84.22,83.21,-0.14%
12/10/2006,84.06,83.34,84.14,82.88,0.88%
12/03/2006,83.33,82.36,83.34,82.24,1.03%
11/26/2006,82.48,83.35,83.78,82.36,-1.47%
11/19/2006,83.71,85.34,85.48,83.56,-1.94%
11/12/2006,85.37,85.02,85.7,84.84,0.38%
11/05/2006,85.05,85.7,85.93,84.7,-0.77%
10/29/2006,85.71,85.57,85.91,85.15,0.18%
10/22/2006,85.56,86.3,86.92,85.43,-0.82%
10/15/2006,86.27,87.17,87.2,86.14,-0.98%
10/08/2006,87.12,86.53,87.3,86.44,0.79%
10/01/2006,86.44,86.01,86.65,85.47,0.55%
09/24/2006,85.97,85.18,86.22,84.97,0.90%
09/17/2006,85.2,86.06,86.14,84.91,-0.92%
09/10/2006,85.99,85.97,86.17,85.46,0.05%
09/03/2006,85.95,84.87,86.06,84.73,1.19%
08/27/2006,84.94,85.39,85.46,84.72,-0.52%
08/20/2006,85.38,85.02,85.55,84.42,0.34%
08/13/2006,85.09,85.49,85.75,84.61,-0.50%
08/06/2006,85.52,84.53,85.58,84.42,1.12%
07/30/2006,84.57,85.39,85.63,84.39,-1.02%
07/23/2006,85.44,85.86,86.77,85.32,-0.57%
07/16/2006,85.93,86.17,87.33,85.85,-0.19%
07/09/2006,86.09,85.03,86.28,84.97,1.31%
07/02/2006,84.98,85.2,85.76,84.77,-0.28%
06/25/2006,85.22,86.86,86.89,85.14,-1.84%
06/18/2006,86.82,86.01,87.05,85.63,1.05%
06/11/2006,85.92,85.89,86.5,85.66,0.23%
06/04/2006,85.72,84.06,86.06,83.72,1.99%
05/28/2006,84.05,85.07,85.27,83.91,-1.42%
05/21/2006,85.26,84.91,85.47,84.27,0.45%
05/14/2006,84.88,83.61,85.35,83.6,1.10%
05/07/2006,83.96,85.09,85.49,83.61,-1.36%
04/30/2006,85.12,85.93,86.36,85,-1.15%
04/23/2006,86.11,87.73,87.92,86,-2.20%
04/16/2006,88.05,88.76,89.16,87.73,-1.75%
04/09/2006,89.62,89.6,89.86,89.21,-0.01%
04/02/2006,89.63,89.74,90.4,88.44,-0.11%
03/26/2006,89.73,90.05,90.45,89.28,-0.38%
03/19/2006,90.07,89.07,90.62,88.95,1.29%
03/12/2006,88.92,90.83,90.87,88.85,-2.12%
03/05/2006,90.85,89.36,91.16,89.28,1.33%
